t_s,mode,success,in_contact,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,x_ref_m,y_ref_m,z_ref_m,lateral_error_m,control_fx_n,control_fy_n,control_fz_n,contact_fx_n,contact_fy_n,contact_fz_n,contact_force_n,total_force_n,penetration_m
0.001,impedance,0,0,0.0032000003075383396,-0.002399925313615623,0.019999945172428927,3.075383393706436e-07,7.468638437711747e-05,-5.482757107244351e-05,0.0032,-0.0024,0.02,7.468701755411935e-08,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.040546513191778114,0.0
0.002,impedance,0,0,0.003199777913228584,-0.002399977381849241,0.019999321525060367,-0.00022239430975546414,-5.2068233618293564e-05,-0.0006236473685594856,0.0032,-0.0024,0.01994,2.2323555895473135e-07,-2.1555362206492195e-05,-0.005234768680992146,-0.18524524324387484,0.0,0.0,0.0,0.0,0.3023161357185268,0.0
0.003,impedance,0,0,0.0031996095237932084,-0.0023996852894196717,0.019997985453996166,-0.00016838943537532964,0.0002920924295696205,-0.0013360710642018132,0.0032,-0.0024,0.019880000000000002,5.01512130901012e-07,0.015587589492309952,0.003642740719712278,-0.3069911959660308,0.0,0.0,0.0,0.0,0.3824983329310199,0.0
0.004,impedance,0,0,0.003199315571641215,-0.002399321923462611,0.01999590231048343,-0.00029395215199310397,0.0003633659570606627,-0.002083143512736826,0.0032,-0.0024,0.01982,9.6344692062741e-07,0.01182240333488433,-0.020474794022102963,-0.4092249250835124,0.0,0.0,0.0,0.0,0.37797441273728716,0.0
0.005,impedance,0,0,0.0031990995686744512,-0.002399254916126434,0.019992803496262163,-0.00021600296676410952,6.700733617708303e-05,-0.0030988142212665963,0.0032,-0.0024,0.01976,1.1687286043722423e-06,0.020638249191807928,-0.025496643882611386,-0.5049101720185578,0.0,0.0,0.0,0.0,0.5224188628536707,0.0
0.006,impedance,0,0,0.0031990953946225338,-0.0023995358563547804,0.019988482931925716,-4.174051917569871e-06,-0.00028094022834672936,-0.0043205643364485095,0.0032,-0.0024,0.0197,1.0167301570911644e-06,0.01520124649278707,-0.004757571081016751,-0.5651134814869349,0.0,0.0,0.0,0.0,0.6322330072674577,0.0
0.007,impedance,0,0,0.0031986168488809617,-0.002400090120910433,0.019982600665258133,-0.0004785457415722762,-0.0005542645556524701,-0.005882266667583786,0.0032,-0.0024,0.01964,1.3860839789113455e-06,0.0003735981182018664,0.019624043056201315,-0.5966776617884647,0.0,0.0,0.0,0.0,0.8109784786436803,0.0
0.008,impedance,0,0,0.0031981635870703975,-0.0024008642305120022,0.019975607751204882,-0.0004532618105640145,-0.0007741096015693662,-0.006992914053251387,0.0032,-0.0024,0.01958,2.029607554648911e-06,0.033622685510772805,0.03880662977761187,-0.5824501287159707,0.0,0.0,0.0,0.0,0.5623342273449115,0.0
0.009000000000000001,impedance,0,0,0.0031978292470412474,-0.0024015494092175893,0.019966873894974535,-0.00033434002915009507,-0.0006851787055870152,-0.00873385623034641,0.0032,-0.0024,0.01952,2.6669903133467075e-06,0.03189360390314525,0.05426545285593585,-0.61879511746546,0.0,0.0,0.0,0.0,0.872495324396567,0.0
0.010000000000000002,impedance,0,0,0.0031974192317126525,-0.002402126458268975,0.019957014833108834,-0.0004100153285947682,-0.0005770490513855979,-0.009859061865699624,0.0032,-0.0024,0.01946,3.3439781283184496e-06,0.023599169806794405,0.04810195622067412,-0.5739337162769378,0.0,0.0,0.0,0.0,0.5650742731250991,0.0
0.011000000000000003,impedance,0,0,0.0031966990157980503,-0.002402721483602266,0.019945761347343393,-0.000720215914602379,-0.0005950253332910815,-0.011253485765439577,0.0032,-0.0024,0.0194,4.278197014973253e-06,0.028933342147495062,0.040584814841199614,-0.5993600420643121,0.0,0.0,0.0,0.0,0.7082034390517966,0.0
0.012000000000000004,impedance,0,0,0.0031959033710800924,-0.002402946542512574,0.019933170318603595,-0.0007956447179579239,-0.00022505891030811262,-0.012591028739798176,0.0032,-0.0024,0.01934,5.046234366914742e-06,0.05071220260034202,0.04189670685457965,-0.5880180196461098,0.0,0.0,0.0,0.0,0.6856133366743138,0.0
0.013000000000000005,impedance,0,0,0.0031952397555030476,-0.002402910455674667,0.019919304126635735,-0.0006636155770446881,3.608683790692983e-05,-0.013866191967858292,0.0032,-0.0024,0.01928,5.579487423139365e-06,0.05606382685984637,0.016019312547699553,-0.5792215707557273,0.0,0.0,0.0,0.0,0.6482367791840773,0.0
0.014000000000000005,impedance,0,0,0.0031946654182196015,-0.0024028524131450547,0.019904303030684547,-0.0005743372834460933,5.8042529612387404e-05,-0.01500109595118999,0.0032,-0.0024,0.01922,6.049299424052603e-06,0.046881512397853896,-0.0022641376427650277,-0.5738301690913552,0.0,0.0,0.0,0.0,0.5686424090960166,0.0
0.015000000000000006,impedance,0,0,0.0031938865262850545,-0.0024027848512075726,0.019888410423049608,-0.0007788919345468606,6.756193748210898e-05,-0.015892607634937186,0.0032,-0.0024,0.01916,6.717883380325264e-06,0.04068372220146241,-0.0038062598898121807,-0.5816381840477511,0.0,0.0,0.0,0.0,0.4532191373613244,0.0
0.016000000000000007,impedance,0,0,0.0031928585298011073,-0.0024025136403456227,0.01987131008534468,-0.001027996483947418,0.00027121086194984334,-0.017100337704930444,0.0032,-0.0024,0.0191,7.570930219518453e-06,0.05507264805262534,-0.004478699015066079,-0.6158004375662867,0.0,0.0,0.0,0.0,0.6174278372785815,0.0
0.017000000000000008,impedance,0,0,0.0031918516719341185,-0.0024017892216788507,0.019853145896085143,-0.0010068578669886743,0.0007244186667719917,-0.018164189259536133,0.0032,-0.0024,0.01904,8.342455542902529e-06,0.0726024861942196,-0.018758532705382976,-0.608151748511315,0.0,0.0,0.0,0.0,0.5620321142388723,0.0
0.01800000000000001,impedance,0,0,0.0031907230253421415,-0.0024011725446466932,0.019833868316429686,-0.0011286465919771388,0.0006166770321575004,-0.019277579655458336,0.0032,-0.0024,0.01898,9.350781772185752e-06,0.07121340021513656,-0.050548276722942834,-0.6143641563281195,0.0,0.0,0.0,0.0,0.5604819925485066,0.0
0.01900000000000001,impedance,0,0,0.0031897467836917207,-0.002400492794705819,0.019813355295202357,-0.0009762416504208087,0.0006797499408742454,-0.02051302122732821,0.0032,-0.0024,0.01892,1.026505193783505e-05,0.07984018915760699,-0.04306186323282262,-0.6110690539199957,0.0,0.0,0.0,0.0,0.6212341286987066,0.0
0.02000000000000001,impedance,0,0,0.0031891105031940014,-0.002399572259477875,0.019791528792730093,-0.0006362804977192223,0.0009205352279440997,-0.021826502472265665,0.0032,-0.0024,0.01886,1.0897894413239834e-05,0.06925970499720176,-0.04753814433767344,-0.5891743973681622,0.0,0.0,0.0,0.0,0.677551789585927,0.0
0.02100000000000001,impedance,0,0,0.003188638806572762,-0.002398928741050573,0.019768620320259944,-0.00047169662123960643,0.0006435184273018003,-0.02290847247014933,0.0032,-0.0024,0.0188,1.141158673576332e-05,0.04551968955288544,-0.06447596260307821,-0.5537118400644139,0.0,0.0,0.0,0.0,0.5561267433937314,0.0
0.022000000000000013,impedance,0,0,0.0031879554144967977,-0.0023985429047804385,0.019744587471938406,-0.0006833920759640817,0.0003858362701346959,-0.024032848321538035,0.0032,-0.0024,0.01874,1.2132401510946757e-05,0.034041270895223893,-0.045142703216574424,-0.5425683284139029,0.0,0.0,0.0,0.0,0.5777972597237253,0.0
0.023000000000000013,impedance,0,0,0.003187619017033891,-0.0023979386122021384,0.019719244441835135,-0.00033639746290704494,0.0006042925783002559,-0.025343030103271564,0.0032,-0.0024,0.01868,1.2551416607708501e-05,0.048921458012773936,-0.027139677479189224,-0.5227381116183389,0.0,0.0,0.0,0.0,0.6753107599523938,0.0
0.024000000000000014,impedance,0,0,0.003187145614256663,-0.002397278808781652,0.01969255009057207,-0.0004734027772276999,0.0006598034204865477,-0.026694351263066143,0.0032,-0.0024,0.01862,1.3139258521138896e-05,0.024662110870442983,-0.04248600538282543,-0.47641860147983994,0.0,0.0,0.0,0.0,0.6782429688448784,0.0
0.025000000000000015,impedance,0,0,0.0031866421567360043,-0.002396759404959192,0.019665265466027936,-0.0005034575206586933,0.0005194038224597513,-0.027284624544134155,0.0032,-0.0024,0.01856,1.3745305849052107e-05,0.03429508912283933,-0.04643114664370965,-0.42083813826268734,0.0,0.0,0.0,0.0,0.30067272929599864,0.0
0.026000000000000016,impedance,0,0,0.003186402160771338,-0.0023964134292946025,0.019636997737212995,-0.0002399959646663339,0.00034597566458956366,-0.028267728814940746,0.0032,-0.0024,0.0185,1.4062884523217607e-05,0.036444232339868154,-0.036649921125855286,-0.4546945459933003,0.0,0.0,0.0,0.0,0.5074857560641937,0.0
0.027000000000000017,impedance,0,0,0.003186144674764185,-0.002395747923999611,0.019607767872806964,-0.00025748600715275774,0.0006655052949917158,-0.029229864406032723,0.0032,-0.0024,0.018439999999999998,1.4493108283018308e-05,0.018023523057222955,-0.024541087884755213,-0.4382653012887019,0.0,0.0,0.0,0.0,0.4978062250696099,0.0
0.028000000000000018,impedance,0,0,0.0031858594461593713,-0.0023951116915815213,0.019577671307383398,-0.0002852286048141491,0.0006362324180893944,-0.030096565423566726,0.0032,-0.0024,0.01838,1.4961645033681693e-05,0.01927099977191639,-0.0469680574894551,-0.42127346425835555,0.0,0.0,0.0,0.0,0.433650679621468,0.0
0.02900000000000002,impedance,0,0,0.0031855779931280223,-0.0023948664164917797,0.019546746517000627,-0.0002814530313489622,0.0002452750897418286,-0.03092479038277217,0.0032,-0.0024,0.01832,1.5308427804684774e-05,0.02123865218264704,-0.04497621702392067,-0.41296033279886757,0.0,0.0,0.0,0.0,0.4426590649356459,0.0
0.03000000000000002,impedance,0,0,0.003185238144022962,-0.0023943736876549846,0.019515139116301455,-0.0003398491050603036,0.0004927288367952147,-0.03160740069917064,0.0032,-0.0024,0.01826,1.5797714470469768e-05,0.02099969281290536,-0.01763127879766781,-0.4066140084693499,0.0,0.0,0.0,0.0,0.35613503667893964,0.0
0.03100000000000002,impedance,0,0,0.0031849550540256296,-0.0023938013570290895,0.019482632627515414,-0.0002830899973323999,0.0005723306258952597,-0.03250648878604162,0.0032,-0.0024,0.0182,1.6271864492200736e-05,0.02511800439215469,-0.0349973866867164,-0.4155570882641775,0.0,0.0,0.0,0.0,0.45124176842399155,0.0
0.03200000000000002,impedance,0,0,0.003184987921480281,-0.0023933319288475625,0.01944945152369276,3.28674546517402e-05,0.0004694281815272278,-0.0331811038226542,0.0032,-0.0024,0.01814,1.642637130884887e-05,0.02117034495096134,-0.0406210216800501,-0.3956457537243314,0.0,0.0,0.0,0.0,0.3625510251390063,0.0
0.03300000000000002,impedance,0,0,0.003184695691536705,-0.002392859480901592,0.019415131754212434,-0.0002922299435762494,0.000472447945970272,-0.03431976948032416,0.0032,-0.0024,0.01808,1.688812809444581e-05,-0.0009496347588471088,-0.0334600991106253,-0.40051241709832874,0.0,0.0,0.0,0.0,0.5839961129657867,0.0
0.03400000000000002,impedance,0,0,0.003183949213066424,-0.002392547437182392,0.019379939900658907,-0.0007464784702811475,0.0003120437192004734,-0.03519185355352567,0.0032,-0.0024,0.018019999999999998,1.7696566156671445e-05,0.021833483812034017,-0.03371400293677572,-0.3460492758408966,0.0,0.0,0.0,0.0,0.47672220011197836,0.0
0.035000000000000024,impedance,0,0,0.0031833779929544303,-0.002391730488784064,0.01934394013195773,-0.0005712201119938364,0.0008169483983279412,-0.035999768701178936,0.0032,-0.0024,0.01796,1.8565450007297508e-05,0.05369806374370218,-0.022513790997617845,-0.32078525568542204,0.0,0.0,0.0,0.0,0.45703916440125497,0.0
0.036000000000000025,impedance,0,0,0.00318275449041701,-0.002391007016008951,0.019307437693558586,-0.0006235025374206383,0.0007234727751131406,-0.036502438399142995,0.0032,-0.0024,0.0179,1.9449456594986778e-05,0.041481388473669834,-0.05793064389239012,-0.3006361781232654,0.0,0.0,0.0,0.0,0.2549599760273059,0.0
0.037000000000000026,impedance,0,0,0.0031821998795468175,-0.0023904636569734438,0.019270444731727485,-0.0005546108701922933,0.0005433590355070508,-0.03699296183109953,0.0032,-0.0024,0.017839999999999998,2.019371502393645e-05,0.04519727348191381,-0.051452462817114256,-0.31550801149032104,0.0,0.0,0.0,0.0,0.25710548941231604,0.0
0.03800000000000003,impedance,0,0,0.0031818763075152695,-0.0023902759504043497,0.01923277539818907,-0.0003235720315482013,0.00018770656909391966,-0.037669333538414736,0.0032,-0.0024,0.017779999999999997,2.056758055337929e-05,0.040424771754246976,-0.038893403357883605,-0.3302677217960195,0.0,0.0,0.0,0.0,0.3783496942070428,0.0
0.03900000000000003,impedance,0,0,0.003181622260132217,-0.0023903869015515183,0.0191945169099716,-0.00025404738305283313,-0.0001109511471688152,-0.03825848821747037,0.0032,-0.0024,0.01772,2.0740129807407422e-05,0.024281174531999853,-0.014014624300182885,-0.32056124959525434,0.0,0.0,0.0,0.0,0.3190934444333754,0.0
0.04000000000000003,impedance,0,0,0.003181202316913374,-0.0023902375825181044,0.019155658099885026,-0.0004199432188424721,0.00014931903341407985,-0.03885881008657471,0.0032,-0.0024,0.01766,2.1181541127029466e-05,0.01943731340179882,0.006901401441453732,-0.3194355258126791,0.0,0.0,0.0,0.0,0.3245589405154517,0.0
0.04100000000000003,impedance,0,0,0.003180882419857966,-0.0023902643479476854,0.01911614547041519,-0.00031989705540828606,-2.6765429580879107e-05,-0.039512629469836504,0.0032,-0.0024,0.017599999999999998,2.145378268210134e-05,0.031087816796769387,-0.011330949912356173,-0.31504870924312733,0.0,0.0,0.0,0.0,0.3367971825155128,0.0
0.04200000000000003,impedance,0,0,0.0031801233696695593,-0.002390571471816432,0.019076101108967295,-0.0007590501884066421,-0.00030712386874676064,-0.04004436144789521,0.0032,-0.0024,0.01754,2.1999490380491412e-05,0.0241133760913631,0.0009973713859532459,-0.3021499689482292,0.0,0.0,0.0,0.0,0.33781316834008207,0.0
0.04300000000000003,impedance,0,0,0.0031789694837454927,-0.002390615318296619,0.01903510312787443,-0.0011538859240666668,-4.3846480187089364e-05,-0.040997981092865836,0.0032,-0.0024,0.01748,2.3029434743494482e-05,0.05492240991820463,0.020650103275752146,-0.30220017494792284,0.0,0.0,0.0,0.0,0.5132068252229652,0.0
0.04400000000000003,impedance,0,0,0.003178211444349961,-0.0023908649774543765,0.018993763800442324,-0.0007580393955316691,-0.0002496591577574404,-0.041339327432105916,0.0032,-0.0024,0.017419999999999998,2.362604059557787e-05,0.08266476114757235,0.002224632259791994,-0.24857227805428472,0.0,0.0,0.0,0.0,0.24693696364143672,0.0
0.04500000000000003,impedance,0,0,0.003177623702075565,-0.002391457210374672,0.018952139653021005,-0.0005877422743961683,-0.0005922329202955258,-0.041624147421319674,0.0032,-0.0024,0.01736,2.3951575384214136e-05,0.05502372769572035,0.01665398901391473,-0.2673248695627244,0.0,0.0,0.0,0.0,0.2090403533372867,0.0
0.046000000000000034,impedance,0,0,0.0031775042761551017,-0.0023919641758880818,0.018909876823947035,-0.00011942592046318792,-0.0005069655134095593,-0.04226282907397185,0.0032,-0.0024,0.0173,2.3887906154864594e-05,0.04315582602093095,0.040687453354407314,-0.2919491991088581,0.0,0.0,0.0,0.0,0.3717970971440364,0.0
0.047000000000000035,impedance,0,0,0.003177370844567092,-0.0023926280185777647,0.018867289579529507,-0.00013343158800968697,-0.0006638426896827545,-0.04258724441752826,0.0032,-0.0024,0.01724,2.3799680369628685e-05,0.01038442957846402,0.03476436176859653,-0.2720663477538938,0.0,0.0,0.0,0.0,0.17401260278820269,0.0
0.048000000000000036,impedance,0,0,0.003177130132084024,-0.002393190145095746,0.018823965961182555,-0.00024071248306813413,-0.0005621265179811944,-0.04332361834695094,0.0032,-0.0024,0.017179999999999997,2.3862208244652892e-05,0.01137683514963981,0.045805509949791656,-0.2888573243910386,0.0,0.0,0.0,0.0,0.37290548425596765,0.0
0.04900000000000004,impedance,0,0,0.003176780171730844,-0.002393974862978347,0.018780386042950046,-0.00034996035318016536,-0.0007847178826007351,-0.04357991823250819,0.0032,-0.0024,0.01712,2.3988803658765297e-05,0.018908161927207234,0.03873596931730078,-0.2538568741500642,0.0,0.0,0.0,0.0,0.16204792461033735,0.0
