t_s,mode,success,in_contact,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,x_ref_m,y_ref_m,z_ref_m,lateral_error_m,control_fx_n,control_fy_n,control_fz_n,contact_fx_n,contact_fy_n,contact_fz_n,contact_force_n,total_force_n,penetration_m
0.001,impedance,0,0,0.0099775,-0.007982,0.02,-0.0225,0.018000000000000002,0.0,0.0,0.0,0.02,0.01277743441579725,-9.0,7.2,-0.0,0.0,0.0,0.0,0.0,11.525623627379128,0.0
0.002,impedance,0,0,0.009936206875,-0.0079489655,0.019999160000000002,-0.041293125,0.0330345,-0.0008399999999999949,0.0,0.0,0.0198,0.01272455341389188,-7.517250000000001,6.0138,-0.4199999999999975,0.0,0.0,0.0,0.0,9.635934723860473,0.0
0.003,impedance,0,0,0.00987926741734375,-0.007903413933875,0.019996794728000002,-0.05693945765625,0.045551566125,-0.002365272000000007,0.0,0.0,0.0196,0.012651635329614878,-6.2585330625,5.00682645,-0.7626360000000059,0.0,0.0,0.0,0.0,8.051034769725021,0.0
0.004,impedance,0,0,0.009809352269867618,-0.007847481815894094,0.0199923486671024,-0.06991514747613281,0.05593211798090625,-0.004446060897600013,0.0,0.0,0.0194,0.012562100254541254,-5.190275927953126,4.1522207423625,-1.040394448800003,0.0,0.0,0.0,0.0,6.7277278416036514,0.0
0.005,impedance,0,0,0.009728727291249155,-0.007782981832999323,0.01998537503276454,-0.08062497861846338,0.06449998289477069,-0.006973634337862088,0.0,0.0,0.019200000000000002,0.012458849903594377,-4.283932456932224,3.427145965545778,-1.2637867201310375,0.0,0.0,0.0,0.0,5.629792504053202,0.0
0.006,impedance,0,0,0.00963931423525088,-0.007711451388200704,0.019975518077469882,-0.08941305599827368,0.07153044479861892,-0.009856955294657986,0.0,0.0,0.019,0.01234434532239328,-3.5152309519241207,2.812184761539296,-1.4416604783979485,0.0,0.0,0.0,0.0,4.7269035015931715,0.0
0.007,impedance,0,0,0.009542742343823012,-0.007634193875058409,0.01996249819820289,-0.09657189142786869,0.07725751314229493,-0.01301987926699305,0.0,0.0,0.0188,0.012220672958661975,-2.863534171838004,2.290827337470404,-1.5814619861675328,0.0,0.0,0.0,0.0,3.9935873418617827,0.0
0.008,impedance,0,0,0.00944039221447857,-0.0075523137715828555,0.019946099404771503,-0.1023501293444418,0.08188010347555343,-0.016398793431386446,0.0,0.0,0.0186,0.012089600839880019,-2.311295166629245,1.8490361333033976,-1.6894570821966979,0.0,0.0,0.0,0.0,3.408120479403548,0.0
0.009000000000000001,impedance,0,0,0.009333433098670022,-0.007466746478936018,0.019926158776657727,-0.10695911580854679,0.08556729264683742,-0.019940628113777198,0.0,0.0,0.0184,0.0119526263385104,-1.843594585641994,1.4748756685135973,-1.7709173411953767,0.0,0.0,0.0,0.0,2.9513128372181097,0.0
0.010000000000000002,impedance,0,0,0.009222854614708356,-0.007378283691766686,0.01990255759474247,-0.11057848396166549,0.08846278716933238,-0.023601181915259752,0.0,0.0,0.0182,0.011811016784351695,-1.4477472612474793,1.1581978089979836,-1.8302769007412771,0.0,0.0,0.0,0.0,2.6052462130486633,0.0
