t_s,stiff_contact_force_n,impedance_contact_force_n,stiff_center_error_m,impedance_center_error_m
1.1839999999999804,55.96567222143393,36.518879456437816,0.0022399564505840457,0.001518747936333852
1.1849999999999803,55.961647558878994,36.5225079534411,0.00223897865341065,0.0015184311013564972
1.1859999999999802,55.95844879864876,36.52192602249448,0.002238309168347658,0.0015183885759441913
1.18699999999998,55.95743019670174,36.52368009874087,0.002238153714988806,0.0015187472860982807
1.18799999999998,55.95598978725694,36.519765839704704,0.002237824744021115,0.0015187087524587786
1.1889999999999799,55.9554677467343,36.51950006554821,0.00223781878026917,0.001518847436687855
1.1899999999999797,55.96464150269623,36.52502252666365,0.002237855968895849,0.001518857732472474
1.1909999999999796,55.965433356503794,36.52224408372956,0.0022381828940429053,0.0015190169386224233
1.1919999999999795,55.969729900726875,36.52145792934005,0.0022385848063208587,0.0015191221638938836
1.1929999999999794,55.97044432553203,36.52026590520423,0.002239008650304623,0.0015191685075438537
1.1939999999999793,55.972433572759805,36.52008595707889,0.002239318159291328,0.0015190535782697862
1.1949999999999792,55.973103332844,36.51991521228974,0.002239372007924384,0.0015186714573000978
1.195999999999979,55.9776899502927,36.52451722649988,0.002239203660286335,0.0015180832329277079
1.196999999999979,55.97810558629108,36.52486349433993,0.0022392904449863057,0.0015178082674886725
1.1979999999999789,55.974576105897924,36.52066347749001,0.002239695397415405,0.0015178875993290587
1.1989999999999787,55.9738567569191,36.520295360012994,0.0022398260844797954,0.001517714412230701
1.1999999999999786,55.97025005090917,36.51978406963227,0.002240153975060198,0.0015177848711417001
1.2009999999999785,55.973404631500706,36.51969179479742,0.002240304704868642,0.001517717509311909
1.2019999999999784,55.971188837753324,36.51895342534728,0.0022401949673763965,0.0015174438218731425
1.2029999999999783,55.96912560430493,36.518377866598094,0.002240585398035604,0.0015177500726440156
1.2039999999999782,55.97226607968669,36.51813430141218,0.0022412349741386373,0.0015183230564067205
1.204999999999978,55.97488063543785,36.517611751329866,0.0022411233625977633,0.001518124834080464
1.205999999999978,55.969032742860726,36.51689067705144,0.002241091505924123,0.001518090504342229
1.2069999999999779,55.96788915644905,36.51638914923817,0.0022411527383731592,0.001518209617042645
1.2079999999999778,55.9669129163417,36.51540070633838,0.0022410894581410728,0.0015182366024100481
1.2089999999999776,55.9647146940647,36.51437504884301,0.002241324310194703,0.001518605938176352
1.2099999999999775,55.965529504952904,36.51358179917296,0.0022414518666134075,0.0015188544696069781
1.2109999999999774,55.96472392731622,36.51398496547697,0.002241760694444617,0.0015192880037793925
1.2119999999999773,55.96742533962086,36.51629468639847,0.0022422466432555225,0.0015198730263972977
1.2129999999999772,55.97490133877945,36.51838195536177,0.002242413611976669,0.0015201115870823513
1.213999999999977,55.97489168818044,36.516908027548396,0.0022425816716626842,0.0015203739699232363
1.214999999999977,55.97269346418081,36.51437220382553,0.0022424694891819575,0.001520374197688312
1.2159999999999769,55.973589775284246,36.51413014933316,0.002242211378959734,0.0015202814962602918
1.2169999999999768,55.97637515299046,36.51462424435379,0.0022416246083035306,0.0015199252000637506
1.2179999999999767,55.97596632240066,36.51440808836717,0.0022407699442183633,0.0015193727523457473
1.2189999999999765,55.97142198065862,36.51383405741625,0.0022395350172653874,0.0015185116329730923
1.2199999999999764,55.96382987888956,36.51306414749729,0.002238571099474749,0.0015179934756660001
1.2209999999999763,55.960171891651314,36.51234150695858,0.002238143259813682,0.001517995242232573
1.2219999999999762,55.96211931285717,36.51209016282397,0.002238087999368976,0.0015182575307096837
1.222999999999976,55.95856827238667,36.51116523535852,0.0022380977837038268,0.001518407692539788
1.223999999999976,55.95803605631125,36.51017796199931,0.0022385390445705125,0.0015188442052184602
1.2249999999999759,55.96197774238645,36.5098088717383,0.0022388050458711545,0.0015189451745271007
1.2259999999999758,55.96168748319953,36.50958609449944,0.0022394131897138666,0.001519312178561953
1.2269999999999757,55.97964285713187,36.52198658326099,0.0022397623351575104,0.0015193311366758016
1.2279999999999756,55.96838050051296,36.51060784791636,0.0022397666539277017,0.0015189900933453378
1.2289999999999754,55.96376317311807,36.509822774349004,0.0022396574215356566,0.0015185557441864444
1.2299999999999753,55.963214324302726,36.509378675652634,0.002239893611590151,0.0015185055699263419
1.2309999999999752,55.96526356159367,36.50899697910964,0.002239693759115789,0.0015180383505309387
1.2319999999999751,55.96255375004157,36.50836055679456,0.0022395293030868916,0.0015176659978185221
1.232999999999975,55.96156774556496,36.50782064043135,0.0022393231899259813,0.0015172980893415758
1.233999999999975,55.960341870742056,36.50720558376899,0.0022392607715571735,0.0015171163717743717
1.2349999999999748,55.95978111905885,36.50689210348531,0.002239105031559987,0.001516860263977112
1.2359999999999747,55.95896030091503,36.50654994696693,0.0022394472626856904,0.0015171335486550738
1.2369999999999746,55.96195847316759,36.50631646539667,0.0022396609283110193,0.0015172460215739894
1.2379999999999745,55.96167431781977,36.506233673233474,0.0022396955570928275,0.0015171812652945357
1.2389999999999743,55.959915189630216,36.505441983166456,0.0022396925433178097,0.0015171009081760864
1.2399999999999742,55.95919314926002,36.50485988768918,0.002239585959220247,0.0015169475194110943
1.2409999999999741,55.958851586354164,36.50469038869183,0.002239622191944416,0.0015169689102465425
1.241999999999974,55.96400456223413,36.50733264596206,0.002239772473872707,0.0015171118649948496
1.242999999999974,55.964452423189776,36.50497883915736,0.002240228645721392,0.001517558987474644
1.2439999999999738,55.97197601416224,36.50809821116121,0.0022409374471554916,0.001518226766820922
1.2449999999999737,55.9700755318961,36.50503156816006,0.002240981590547249,0.0015181797436699936
1.2459999999999736,55.97083604557242,36.50607333849823,0.0022407644530175338,0.0015179347732344748
1.2469999999999735,55.96573625175424,36.504596870499796,0.0022403626177573254,0.001517586842305971
1.2479999999999734,55.969929820957745,36.506662029764264,0.0022400566015711343,0.0015174153717458611
1.2489999999999732,55.97672383794024,36.51388895065483,0.0022400625603764776,0.0015175982100071907
1.2499999999999731,55.9746615971819,36.51033213988146,0.0022399080709134566,0.0015175905540387449
1.250999999999973,55.970827035447236,36.50664769243235,0.0022398576836638053,0.001517692294161453
1.251999999999973,55.96709598160873,36.50597868299001,0.0022399446310323373,0.0015179071507302592
1.2529999999999728,55.96669782696181,36.505807064045634,0.002240081446330383,0.0015181283299936525
1.2539999999999727,55.96686346717014,36.50526099840088,0.002240644496601608,0.001518739255864255
1.2549999999999726,55.97088173150482,36.50501613249852,0.00224113991543471,0.0015192022415485573
1.2559999999999725,55.970789316645494,36.50423416811815,0.0022413534177302863,0.0015193488975743929
1.2569999999999724,55.96904745466348,36.50427793764493,0.002241294956829648,0.0015192446101976284
1.2579999999999723,55.96679444687272,36.50395200041522,0.0022411803162679144,0.0015191343548429305
1.2589999999999721,55.965791221001304,36.50371494248,0.002240978250944556,0.0015189853719369082
1.259999999999972,55.964365700543844,36.50329661592517,0.0022408880936256956,0.0015189895110499533
1.260999999999972,55.9635974829285,36.50322100569641,0.002240498776399015,0.0015187105275750058
1.2619999999999718,55.9654289264865,36.5096829950479,0.0022401161187569243,0.0015184782819883
1.2629999999999717,55.96165368995277,36.5047862515634,0.0022399004534614355,0.0015184314610411735
1.2639999999999716,55.97063740747649,36.513866891301085,0.0022400276060934553,0.0015187109390311668
1.2649999999999715,55.96766548862932,36.507318084486954,0.0022405440436071367,0.0015193043106752444
1.2659999999999714,55.973677882607895,36.50856886735825,0.0022412203529555063,0.0015199556731342163
1.2669999999999713,55.98229310642088,36.51356627377777,0.0022416519949303186,0.0015202820574662073
1.2679999999999712,55.980484056849534,36.51085059914003,0.0022415557254905866,0.0015200678778473256
1.268999999999971,55.9772280900425,36.51041170321618,0.0022414202251755883,0.0015198707020311248
1.269999999999971,55.97152257039761,36.506931009211826,0.002241618229161068,0.0015200591707017228
1.2709999999999708,55.97325291882735,36.50690338917552,0.0022414729255244062,0.001519903974510463
1.2719999999999707,55.97020845905347,36.50647556807918,0.0022412036023342664,0.0015196707223610068
1.2729999999999706,55.96910394151741,36.50622083548765,0.0022408215452818406,0.0015193734810768971
1.2739999999999705,55.967276012842426,36.50567901098085,0.002240075902955698,0.001518754896191618
1.2749999999999704,55.97046120115468,36.514548964261444,0.0022394595725819793,0.0015183323616509183
1.2759999999999703,55.97055037134468,36.51539443194268,0.0022391720339382973,0.0015182583562730635
1.2769999999999702,55.96377794524121,36.508491642919665,0.0022388309356150176,0.0015180887255421779
1.27799999999997,55.96277738745746,36.509062448264565,0.002238549117888343,0.001517935706503693
1.27899999999997,55.960775813503865,36.506616495827664,0.00223828573068505,0.0015177468913813324
1.2799999999999698,55.95821716340778,36.505218446124914,0.0022384045961572367,0.001517884550739633
1.2809999999999697,55.95689451474748,36.50342673977089,0.0022384962105749,0.00151789601312144
1.2819999999999696,55.95446715156922,36.5017550270107,0.002238949282018032,0.0015182016270711388
1.2829999999999695,55.95543417826806,36.49999050017256,0.002239278127380676,0.0015182963384151502
1.2839999999999694,55.95272095627461,36.49811723303081,0.002239547385713735,0.0015182987107445654
1.2849999999999693,55.95085383347204,36.49676725579601,0.002239779545172799,0.0015182618005090752
1.2859999999999692,55.95033605537638,36.49649372332726,0.0022396102885943923,0.001517836795543809
1.286999999999969,55.953613327492555,36.503919570175725,0.002239250113898688,0.0015172713239636718
1.287999999999969,55.96600110431253,36.51148169588465,0.002238918056760029,0.0015168011667060575
1.2889999999999688,55.96297385926675,36.502522639312126,0.002238413498911915,0.0015162075421893413
1.2899999999999687,55.96843020907944,36.50514095940545,0.002238207751296277,0.001515969706042171
