t_s,mode,success,in_contact,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,x_ref_m,y_ref_m,z_ref_m,lateral_error_m,control_fx_n,control_fy_n,control_fz_n,contact_fx_n,contact_fy_n,contact_fz_n,contact_force_n,total_force_n,penetration_m
0.001,stiff,0,0,0.0031701000000000003,-0.0023778999999999996,0.02,-0.0299,0.022099999999999995,0.0,0.0009,-0.0007,0.02,0.0028228890201352237,-11.959999999999999,8.839999999999998,-0.0,0.0,0.0,0.0,0.0,14.872363631918095,0.0
0.002,stiff,0,0,0.0031120342,-0.0023349817999999997,0.0199964,-0.058065800000000015,0.04291819999999999,-0.0035999999999999782,0.0009,-0.0007,0.0198,0.0027506836947022604,-11.266320000000004,8.327279999999998,-1.7999999999999892,0.0,0.0,0.0,0.0,14.124926850812361,0.0
0.003,stiff,0,0,0.0030278249164000003,-0.0022727401555999996,0.0199858664,-0.08420928360000002,0.06224164439999999,-0.010533600000000008,0.0009,-0.0007,0.0196,0.0026459687208826525,-10.457393439999999,7.729377759999998,-3.4668000000000148,0.0,0.0,0.0,0.0,13.458048162929783,0.0
0.004,stiff,0,0,0.0029197433266488003,-0.0021928537631751995,0.0199653770864,-0.10808158975120002,0.07988639242479999,-0.020489313599999996,0.0009,-0.0007,0.0194,0.0025115683275134513,-9.548922460480002,7.057899209919998,-4.977856799999993,0.0,0.0,0.0,0.0,12.875360955521012,0.0
0.005,stiff,0,0,0.00279026874518997,-0.002097155159488238,0.0199322583868064,-0.12947458145883042,0.09569860368696158,-0.03311869959359998,0.0009,-0.0007,0.019200000000000002,0.00235056556358819,-8.55719668305216,6.324884504864637,-6.3146929967999945,0.0,0.0,0.0,0.0,12.373565642778582,0.0
0.006,stiff,0,0,0.002642047026209317,-0.0019875999758938428,0.019884213683427528,-0.14822171898065267,0.1095551835943954,-0.04804470337887361,0.0009,-0.0007,0.019,0.0021662505717129194,-7.498855008728896,5.542631962973529,-7.463001892636811,0.0,0.0,0.0,0.0,11.943617239698149,0.0
0.007,stiff,0,0,0.0024778486732420727,-0.0018662359758745753,0.019819343637136177,-0.16419835296724442,0.12136400001926756,-0.06487004629135218,0.0009,-0.0007,0.0188,0.001962068497039768,-6.390653594636701,4.723526569948865,-8.412671456239282,0.0,0.0,0.0,0.0,11.572605482529811,0.0
0.008,stiff,0,0,0.0023005272134062073,-0.0017351722881698054,0.019736158127968688,-0.17732145983586536,0.13106368770477,-0.08318550916748767,0.0009,-0.0007,0.0186,0.0017415677252653904,-5.249242747448379,3.879875074200976,-9.157731438067744,0.0,0.0,0.0,0.0,11.24597817465514,0.0
0.009000000000000001,stiff,0,0,0.002112978365488675,-0.0015965492266655425,0.019633580161011143,-0.18754884791753212,0.13862306150426282,-0.10257796695754474,0.0009,-0.0007,0.0184,0.0015083491077924104,-4.090955232666701,3.023749519797127,-9.69622889502854,0.0,0.0,0.0,0.0,10.949695459643744,0.0
0.010000000000000002,stiff,0,0,0.001918100496976079,-0.0014525090629823195,0.01951094211730502,-0.19487786851259595,0.14404016368322303,-0.1226380437061228,0.0009,-0.0007,0.0182,0.001266016789704413,-2.9316082380255324,2.1668408715840908,-10.030038374289028,0.0,0.0,0.0,0.0,10.671981822217322,0.0
