t_s,mode,success,in_contact,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,x_ref_m,y_ref_m,z_ref_m,lateral_error_m,control_fx_n,control_fy_n,control_fz_n,contact_fx_n,contact_fy_n,contact_fz_n,contact_force_n,total_force_n,penetration_m
0.001,impedance,0,0,0.003199799517143687,-0.002400331089748907,0.01999995032767558,-0.0002004828563133619,-0.0003310897489070363,-4.967232441904971e-05,0.0032,-0.0024,0.02,3.8705787358861324e-07,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.15680255914493224,0.0
0.002,impedance,0,0,0.0031997392752053876,-0.0024003201526634392,0.019999550835891763,-6.02419382994727e-05,1.0937085467609912e-05,-0.00039949178381783266,0.0032,-0.0024,0.01994,4.128863601926376e-07,0.014051843399003519,0.023206080500894188,-0.18588036963157228,0.0,0.0,0.0,0.0,0.22903578940058558,0.0
0.003,impedance,0,0,0.0031995514724392354,-0.0024005072526224152,0.0199986318459405,-0.00018780276615233527,-0.00018709995897601755,-0.0009189899512619086,0.0032,-0.0024,0.019880000000000002,6.771131336142507e-07,0.004240400912478217,-0.0007367822430231433,-0.3346236607954971,0.0,0.0,0.0,0.0,0.27631152024183553,0.0
0.004,impedance,0,0,0.0031998053318366007,-0.002400593303762769,0.019996543504030715,0.00025385939736513976,-8.605114035399055e-05,-0.0020883419097844063,0.0032,-0.0024,0.01982,6.244237733764047e-07,0.013186561111132294,0.013142649864338619,-0.46134311285817164,0.0,0.0,0.0,0.0,0.6121194438943721,0.0
0.005,impedance,0,0,0.0031997752433384047,-0.0024002641576879647,0.019993483062241583,-3.0088498196017047e-05,0.0003291460748043589,-0.003060441789131005,0.0032,-0.0024,0.01976,3.468354668174771e-07,-0.017752637680853837,0.006076977163428584,-0.5063381837241601,0.0,0.0,0.0,0.0,0.5260484440005836,0.0
0.006,impedance,0,0,0.003199317437187032,-0.002400013476788976,0.01998904618968881,-0.0004578061513727513,0.0002506808989891317,-0.004436872552774652,0.0032,-0.0024,0.0197,6.82695845518479e-07,0.0021264229732647806,-0.023016451044388278,-0.5718927844773484,0.0,0.0,0.0,0.0,0.7098565205172905,0.0
0.007,impedance,0,0,0.003198782578665267,-0.0023999286634708516,0.019983297608260366,-0.0005348585217649906,8.48133181243389e-05,-0.005748581428443559,0.0032,-0.0024,0.01964,1.2195095762864345e-06,0.03210786124925973,-0.017546450018231376,-0.5845231006712289,0.0,0.0,0.0,0.0,0.6599218917216999,0.0
0.008,impedance,0,0,0.0031984799389221997,-0.0023998744800270994,0.019976229695430277,-0.00030263974306747994,5.4183443752198953e-05,-0.007067912830089969,0.0032,-0.0024,0.01958,1.52523471762243e-06,0.03754966444367532,-0.005943352556327063,-0.6007225750199443,0.0,0.0,0.0,0.0,0.6662860023323172,0.0
0.009000000000000001,impedance,0,0,0.003198333012604551,-0.0023996223431012324,0.019967609606954373,-0.0001469263176488866,0.0002521369258669926,-0.008620088475903294,0.0032,-0.0024,0.01952,1.70923132131764e-06,0.021321587511725637,-0.0038041378602149596,-0.6117854857660943,0.0,0.0,0.0,0.0,0.7825991752959599,0.0
0.010000000000000002,impedance,0,0,0.003198147990933063,-0.0023996596019492055,0.019957775007183206,-0.00018502167148772887,-3.725884797295696e-05,-0.009834599771166887,0.0032,-0.0024,0.01946,1.8830317089739414e-06,0.010434871101012495,-0.01768357393157854,-0.5899401251455929,0.0,0.0,0.0,0.0,0.6183782085138486,0.0
0.011000000000000003,impedance,0,0,0.0031976734100694374,-0.0023996852444898354,0.019946723374162936,-0.0004745808636257802,-2.564254062972041e-05,-0.011051633020268162,0.0032,-0.0024,0.0194,2.3477844313681423e-06,0.013118197820165347,0.0025774835335355007,-0.6047280504462307,0.0,0.0,0.0,0.0,0.6194587933431657,0.0
